科目コード,部門コード,PJコード,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
4100,S02,PJ002,553739,925079,193828,924338,506830,208239,838219,885684,830880,283844,664343,404467
1000,D01,PJ003,837742,936107,960691,307277,728903,548057,861099,455559,722424,351753,714671,871777
2000,D02,,539326,867161,662918,610267,965592,595161,495610,218246,338766,133098,884499,345765
3000,S01,PJ001,923153,667938,946617,550326,412760,515667,680974,960542,714299,964921,533782,501103
4000,S02,PJ002,221702,665646,529325,304320,701469,682146,330855,405039,687866,211139,112380,701769
4100,D01,PJ003,549424,371145,733582,614613,397272,822727,974634,811857,776925,790366,522936,500569
1000,D02,,396226,789805,651974,576821,548409,154358,909612,842617,689022,805463,650797,595308
2000,S01,PJ001,997880,893717,531906,128913,250209,996536,625607,824692,217331,263879,133495,701701
3000,S02,PJ002,868144,820839,292930,579677,652929,166610,421480,427140,182611,396907,987654,853379
4000,D01,PJ003,273023,819972,351495,548759,137715,786467,353211,635274,643747,371555,399512,611247
4100,D02,,895250,764210,996945,783994,640100,534359,449545,222104,856119,252104,686652,696191
1000,S01,PJ001,965676,809278,298884,790479,724143,915090,315915,910164,244687,513180,297594,552152
2000,S02,PJ002,107511,117575,372203,905215,972650,600956,727001,289323,854607,902946,569443,725513
3000,D01,PJ003,463895,429859,248280,502175,565323,301937,923924,667010,351150,143765,518215,654208
4000,D02,,886614,748617,307520,203179,333164,853991,593905,445709,473471,109267,751663,778432
4100,S01,PJ001,987806,741641,464961,821160,891614,659943,795669,961154,325615,746596,391019,856598
1000,S02,PJ002,790986,306636,350966,544361,804055,837787,560738,839219,944158,649450,385883,160531
2000,D01,PJ003,640927,584393,941823,886386,546869,810747,325224,926266,902812,974030,987189,706526
3000,D02,,507908,376730,171275,806585,176447,752877,527408,895929,336717,945680,895799,546855
4000,S01,PJ001,107472,775775,659752,975139,132008,732375,315599,832151,817567,100652,889480,512275
4100,S02,PJ002,232193,238546,604327,103540,653107,161038,296547,964640,502319,202127,229248,456510
1000,D01,PJ003,937513,107064,576332,880978,589569,862747,782806,673276,960806,144889,948593,734262
2000,D02,,924460,287449,640401,160015,223711,414570,762427,513028,839181,940629,148996,894567
3000,S01,PJ001,569276,970714,534774,577166,167466,868342,121264,748861,951179,129554,818186,482834
4000,S02,PJ002,331970,560655,261452,624614,924803,641766,417409,961521,438906,923824,151863,690492
4100,D01,PJ003,398170,698228,586030,587852,668314,236562,284497,996469,261488,442547,541932,659996
1000,D02,,984408,644625,723711,374532,974135,922614,492752,424491,166873,906405,181493,733528
2000,S01,PJ001,460195,552397,438183,888898,670387,307446,635713,746570,297467,240728,930462,149236
3000,S02,PJ002,821800,247540,302250,388881,236152,286917,550240,683374,486048,109730,530743,779517
4000,D01,PJ003,644781,267077,348781,809227,476041,128936,154046,212333,738476,793329,116756,167743
4100,D02,,276364,934743,911679,702451,725147,743132,437093,930056,866829,484940,486341,499547
1000,S01,PJ001,918760,968964,711381,319370,626194,254881,824597,258887,753055,360691,913241,814809
2000,S02,PJ002,168556,851770,789482,832788,898876,213085,660804,396489,403389,500271,457423,672505
3000,D01,PJ003,936393,139894,464686,137534,523946,253736,764583,978547,984550,526568,711902,772025
4000,D02,,196296,655635,959059,741678,535150,438001,943782,356099,120893,704575,467816,421488
4100,S01,PJ001,132166,276974,774684,417911,757624,878778,721957,177092,676690,208076,288140,281936
1000,S02,PJ002,138571,611398,607313,920894,872761,873285,851590,311839,840576,714557,205933,888830
2000,D01,PJ003,609023,624037,595293,757290,224732,136237,218976,235662,993441,881480,661141,209832
3000,D02,,834131,269001,832473,387623,195573,581570,559607,196793,632219,511442,347947,423183
4000,S01,PJ001,326899,163445,108876,987216,782145,316311,130399,836035,897037,376678,134782,824655
4100,S02,PJ002,209568,264484,680367,741614,107033,788665,385753,927975,783939,132958,661358,677628
1000,D01,PJ003,225874,589311,830594,257518,200926,554773,216417,301429,199632,238297,664600,983983
2000,D02,,694462,362832,217263,570197,768289,232162,784420,574219,508297,689284,167783,227037
3000,S01,PJ001,392037,970847,649067,631510,345319,250714,992131,215254,859589,662894,976015,133533
4000,S02,PJ002,759865,893034,488547,894211,221644,865755,988346,478230,930182,465872,763972,642342
4100,D01,PJ003,757661,822916,639815,242317,845141,318266,172804,192609,460003,262411,144405,440263
1000,D02,,894620,437909,751743,713665,260846,912733,229504,228956,855375,581333,512787,389264
2000,S01,PJ001,845842,122877,268715,498394,255624,906828,885241,714351,663406,452875,896409,545713
3000,S02,PJ002,130446,830475,451667,153785,733141,514428,179014,318188,361657,334433,954999,756103
4000,D01,PJ003,252049,950734,987844,572842,178148,278090,276407,100434,811618,102739,510827,964536
4100,D02,,153345,166485,357172,236670,700038,210792,158647,633589,865459,179562,153679,632334
1000,S01,PJ001,360508,652951,360682,836406,937416,959419,951441,851811,669220,893887,236432,702166
2000,S02,PJ002,656969,485334,703309,663360,271157,611391,431155,415320,328356,666546,648297,650640
3000,D01,PJ003,681462,690527,352638,462663,952069,333283,884451,430412,512551,417755,517083,410242
4000,D02,,898207,354182,166040,179374,962666,187038,261424,306802,970515,429162,209417,163893
4100,S01,PJ001,747372,567341,627254,423239,680355,830068,288770,967019,318507,721102,257412,188367
1000,S02,PJ002,155351,626305,568236,350765,464161,632101,725537,746730,277268,298495,687995,286563
2000,D01,PJ003,615785,182660,125456,421936,270112,585027,912301,813474,153867,826414,526993,450337
3000,D02,,645065,388674,478914,922470,402388,223868,273363,402378,840685,396218,547780,432427
4000,S01,PJ001,511065,489080,503950,920987,683027,982264,976505,945507,546338,837997,296536,165828
4100,S02,PJ002,618828,847320,849821,139114,786738,226482,206978,168655,411508,467015,887195,826798
1000,D01,PJ003,990140,208495,853249,725082,882034,686629,374890,948578,635739,756873,303225,261630
2000,D02,,543558,558723,795330,103465,401638,103214,277270,959197,994331,168673,746344,547505
3000,S01,PJ001,121379,217924,221190,379261,893704,881794,500162,887442,565196,714018,116472,550179
4000,S02,PJ002,368013,911656,729027,693099,138318,668460,266491,518439,732029,735542,931566,630315
4100,D01,PJ003,235258,377662,391954,247027,679437,395196,350003,962436,619738,258133,892234,940532
1000,D02,,414005,525578,466245,624892,789698,340388,417339,927389,748705,923619,235035,749629
2000,S01,PJ001,329818,192989,163135,423436,732712,847968,819699,134913,399082,863074,923994,734319
3000,S02,PJ002,457068,708779,811503,385505,392920,159070,462184,695501,695765,393787,467484,248591
4000,D01,PJ003,842637,512228,554545,163695,873842,632542,677420,670682,825069,396327,421868,432564
4100,D02,,694620,399826,747284,268702,612742,499534,179512,381878,837403,134073,780974,881288
1000,S01,PJ001,928287,931890,579759,332410,160007,911336,163132,453189,992127,430770,139007,445030
2000,S02,PJ002,757518,666449,441730,184906,763671,154069,103576,686728,186158,360802,443243,717279
3000,D01,PJ003,393558,874216,252488,308192,829415,335981,183451,218847,624484,904730,533373,982965
4000,D02,,303276,907100,734319,536774,256788,877634,681368,182638,650780,193224,101230,753089
4100,S01,PJ001,702120,335953,140621,559248,218063,173184,975594,439734,305188,714199,176169,580725
1000,S02,PJ002,664279,680956,743103,609347,673338,828049,763133,530920,284787,363190,646360,794366
2000,D01,PJ003,379982,646380,231675,957737,222894,532031,320788,530624,646559,699894,165724,881891
3000,D02,,819161,850923,119321,981369,475345,574343,787352,529276,377131,454632,930430,534538
4000,S01,PJ001,315410,173018,132230,586306,593884,682532,973306,350801,516126,893703,355533,489101
4100,S02,PJ002,793208,976829,184554,939320,568697,834102,458457,273545,817440,947907,721044,173855
1000,D01,PJ003,484371,187150,682102,857577,514291,374227,702957,728432,581483,998083,553876,787379
2000,D02,,380577,584667,113869,946484,744443,541916,190485,280311,620314,833963,291734,856813
3000,S01,PJ001,747442,797026,888408,637486,188846,540849,169426,435012,184795,480738,182620,963056
4000,S02,PJ002,679614,698158,744852,610984,288393,493908,616918,500210,451914,262563,566947,630514
4100,D01,PJ003,328905,848980,953123,737147,587150,169374,782198,438917,783128,343157,146317,425055
1000,D02,,260521,986923,166816,672312,112460,681561,259936,146177,868033,257638,717641,881078
2000,S01,PJ001,952165,725871,486126,945478,903479,457373,633386,677468,213641,926583,321265,446213
3000,S02,PJ002,481164,924708,648718,855730,756648,318819,196347,657308,339734,800369,197595,428517
4000,D01,PJ003,332758,221017,460585,418848,913051,962529,534714,525543,905113,623711,699154,302983
4100,D02,,415415,273929,546062,698018,481449,840675,331043,600411,836713,479560,956826,353116
1000,S01,PJ001,267798,336137,772932,842551,124153,112655,959783,111111,407689,696111,380748,189504
2000,S02,PJ002,218740,251849,235326,680754,454629,428597,183171,313390,246899,849474,444724,906131
3000,D01,PJ003,884161,398946,565827,676428,589986,291542,920847,664267,422136,774794,190658,319715
4000,D02,,213663,743856,747160,498428,702868,445683,402812,990239,152790,133558,588135,183226
4100,S01,PJ001,688937,840149,679276,990215,746825,481932,177285,617848,823262,948411,775507,823416
1000,S02,PJ002,787757,629138,511560,933951,542382,157170,934112,146594,905306,730487,697714,596255
2000,D01,PJ003,386290,147130,385781,159050,321751,557413,947290,750766,533767,939773,211636,532673
3000,D02,,498359,973795,270880,656391,740260,249070,213016,246831,117564,339805,450659,960892
4000,S01,PJ001,332698,759017,705421,259243,735661,799185,338051,708609,872661,954607,365973,655086
4100,S02,PJ002,392162,303599,496899,723492,840298,440827,951391,431767,124208,574843,929085,720388
1000,D01,PJ003,705301,553623,493723,697982,868942,804826,868965,448277,757092,935474,906946,965535
2000,D02,,621564,315780,248062,845828,879900,590530,395943,280587,889632,366161,630834,266462
3000,S01,PJ001,470783,132269,439822,654011,360525,469200,627197,377219,520415,645982,678259,437971
4000,S02,PJ002,534775,241590,405568,600483,277039,706794,234022,232582,254005,818425,850172,551989
4100,D01,PJ003,194793,179552,901475,942021,466470,152036,844297,801242,719266,944650,723253,275928
1000,D02,,742982,330838,669822,447821,984002,814491,819141,267329,731977,122688,876604,893516
2000,S01,PJ001,775012,147589,915797,588346,895456,924712,607982,470246,124215,516627,246685,839624
3000,S02,PJ002,329728,610155,881584,446000,344034,374081,942904,574633,408723,731617,442872,222381
4000,D01,PJ003,351863,281206,297337,687879,944391,791598,841192,288256,511974,496493,890029,248176
4100,D02,,539498,828756,821457,105947,945893,302146,760734,762832,667093,978876,983690,639232
1000,S01,PJ001,163527,118714,195175,884204,666415,364085,482707,251890,451737,991327,998055,119878
2000,S02,PJ002,463848,953984,789016,797525,955357,431097,292704,527132,783642,829785,126628,164454
3000,D01,PJ003,796794,251726,210521,831260,757145,845617,733638,977398,484820,450902,918482,638436
4000,D02,,799262,637087,381767,521760,662797,919965,269139,866190,314051,851563,848121,146147
4100,S01,PJ001,721509,590295,289462,800241,273535,666242,320270,498209,749171,593023,855939,978000
1000,S02,PJ002,140567,712644,784376,542984,289589,822428,735889,613227,377961,122925,677232,490650
2000,D01,PJ003,872344,642345,827944,312362,103215,563328,376193,652559,884754,516311,502671,450277
3000,D02,,914819,771265,402259,897002,208443,470601,287793,229636,700858,211556,732229,278722
4000,S01,PJ001,845783,133875,251881,530464,941322,978760,858068,992861,632518,221597,391357,410972
4100,S02,PJ002,741454,927517,142175,126252,314515,931175,741957,383910,527819,694273,611346,281716
1000,D01,PJ003,629263,218426,940287,304686,995889,671049,651127,649318,174690,938191,334271,884432
2000,D02,,184062,862875,914053,517382,739248,291958,137929,516761,672366,910579,141837,708056
3000,S01,PJ001,691980,592123,337756,461505,280776,628025,119641,926492,176798,993551,677585,448338
4000,S02,PJ002,880815,515463,251339,118443,938397,212445,358891,928251,811106,659333,868546,535471
4100,D01,PJ003,781297,973964,750630,219701,546121,184174,323965,101227,885394,882038,893520,289423
1000,D02,,749354,501940,988560,367349,224291,430366,171090,413775,834815,195235,624406,705163
2000,S01,PJ001,836904,962048,101511,425095,755586,766101,478406,398340,656591,536223,638349,789280
3000,S02,PJ002,146365,368994,515002,718174,431469,410414,561089,625530,406204,513140,681551,379018
4000,D01,PJ003,727202,219435,325994,287725,144649,652713,857860,473060,308227,844431,681434,925408
4100,D02,,539746,737253,307616,302351,551941,735661,218144,218115,344837,289106,328254,894520
1000,S01,PJ001,967602,173206,367221,265730,454120,142082,876896,419724,571604,597999,284022,384046
2000,S02,PJ002,122987,313602,312911,643720,695656,252398,908428,829262,282669,497104,107234,900349
3000,D01,PJ003,284050,509401,718065,468076,758113,656542,112515,823049,801079,268799,409084,345543
4000,D02,,572583,857473,111304,855801,148127,389190,826615,261670,261103,113206,122176,276415
4100,S01,PJ001,479827,242555,299475,702284,715261,666387,521717,243544,884945,575093,837414,821771
1000,S02,PJ002,716642,339416,783480,693277,163735,405206,349616,886513,795832,269638,284370,998618
2000,D01,PJ003,146948,168180,345688,117868,934467,343843,391825,503250,437030,533139,458612,920039
3000,D02,,548484,447929,294420,267864,282742,419866,707172,638514,815238,509488,563894,198261
4000,S01,PJ001,936724,653907,739680,349343,525250,353434,805756,129159,418804,230123,130746,931090
4100,S02,PJ002,330491,261240,649599,370540,604263,398746,555108,592296,242969,993533,463214,272993
1000,D01,PJ003,441291,686022,433521,995411,116450,354110,167257,944672,343407,967901,999266,153305
2000,D02,,105992,109529,834632,332748,225877,559481,285935,295992,633202,364804,112631,916004
3000,S01,PJ001,897228,580827,729948,642779,651719,936248,449702,714400,575477,991888,250744,923701
4000,S02,PJ002,331000,352515,885554,135903,977200,537708,563120,106469,119652,636737,711324,709278
4100,D01,PJ003,144142,229078,350244,402155,977216,767134,721481,274844,683055,226547,378269,986512
1000,D02,,365479,259037,927941,295798,119693,939611,227625,435072,162517,656560,670146,878338
2000,S01,PJ001,823764,934859,185358,289399,745954,192708,419194,612195,727834,919074,193570,390217
3000,S02,PJ002,279289,464418,683225,878754,541889,625087,429318,949876,290119,427335,844512,722425
4000,D01,PJ003,250169,682277,901566,344442,174275,731958,627624,804962,801952,468594,940857,571766
4100,D02,,298433,346861,622995,214479,301882,494308,822969,736113,441452,669730,728502,879198
1000,S01,PJ001,877854,879351,205475,574832,895087,344111,318976,441082,943275,849573,694713,469743
2000,S02,PJ002,465714,180784,768873,241915,310801,628513,641735,386739,893183,717039,453007,919125
3000,D01,PJ003,386147,267404,437499,573571,268630,441333,289298,606999,329626,630757,661120,121777
4000,D02,,116248,214652,596410,721818,604685,816874,836033,379585,129135,957465,951541,479830
4100,S01,PJ001,286471,365799,702124,860980,852747,940906,479552,249029,789486,591306,847999,170456
1000,S02,PJ002,570879,174105,460177,759167,856913,337626,484176,300664,434895,766116,806374,797045
2000,D01,PJ003,785650,302159,222348,988838,933413,897375,632287,295859,732209,635411,361623,847153
